worker_id,zone_id,city,zone_label,platform,season,months_active,avg_daily_hours,past_claims_count,zone_flood_risk,zone_heat_risk,zone_aqi_risk,weekly_earnings,daily_orders,avg_income_per_order,disruption_exposure,risk_label,plan_name,plan_base_premium,plan_max_payout,coverage_days,covered_event_count,avg_copay
W_02732,Z_DEL_002,Delhi,Delhi_NCR,Zomato,monsoon,16,7.59,3,0.3064,0.809,0.7842,4500.0,12.52,47.07,0.5687,medium,nano,25.0,500.0,7,2,0.25
W_02733,Z_MUM_002,Mumbai,Mumbai_Suburbs,Swiggy,summer,22,5.96,2,0.7793,0.5421,0.5407,6966.86,21.94,51.21,0.6348,low,standard,79.0,2000.0,7,6,0.1
W_02734,Z_MUM_001,Mumbai,Mumbai_Coastal,Zepto,summer,58,6.98,1,0.9076,0.5967,0.4054,5750.94,21.01,44.15,0.6897,low,standard,79.0,2000.0,7,6,0.1
W_02735,Z_MUM_002,Mumbai,Mumbai_Suburbs,Blinkit,summer,39,5.31,0,0.6673,0.6014,0.4278,4500.0,13.87,47.09,0.5777,low,basic,49.0,1000.0,7,4,0.2
W_02736,Z_DEL_001,Delhi,Delhi_Central,Swiggy,summer,21,9.82,0,0.3358,0.9801,0.8871,7551.28,23.52,51.78,0.6714,medium,premium,99.0,3500.0,7,7,0.0
W_02737,Z_KOL_001,Kolkata,Kolkata_Central,Amazon,monsoon,38,8.46,2,0.736,0.7101,0.5162,4500.0,8.0,43.91,0.6814,low,nano,25.0,500.0,7,2,0.25
W_02738,Z_MUM_002,Mumbai,Mumbai_Suburbs,Zomato,festival,6,8.19,2,0.71,0.5303,0.529,4500.0,15.43,41.46,0.615,medium,premium,99.0,3500.0,7,7,0.0
W_02739,Z_DEL_001,Delhi,Delhi_Central,Blinkit,winter,43,5.35,0,0.3092,0.947,0.9155,5356.53,16.57,52.15,0.6155,low,premium,99.0,3500.0,7,7,0.0
W_02740,Z_DEL_001,Delhi,Delhi_Central,Zomato,winter,24,6.21,0,0.3055,0.9182,0.9715,6366.07,19.4,52.92,0.6249,medium,premium,99.0,3500.0,7,7,0.0
W_02741,Z_HYD_001,Hyderabad,Hyderabad_Central,Swiggy,summer,20,8.18,0,0.5753,0.7449,0.4349,4500.0,10.43,35.25,0.6087,medium,standard,79.0,2000.0,7,6,0.1
W_02742,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,summer,45,5.2,1,0.8263,0.5507,0.4307,4500.0,12.07,43.45,0.6298,low,nano,25.0,500.0,7,2,0.25
W_02743,Z_HYD_001,Hyderabad,Hyderabad_Central,Blinkit,festival,58,6.38,0,0.6128,0.8473,0.3585,6461.25,19.93,52.28,0.6161,low,premium,99.0,3500.0,7,7,0.0
W_02744,Z_BLR_002,Bangalore,Bangalore_East,Blinkit,monsoon,52,7.95,1,0.3804,0.3609,0.2786,4500.0,11.87,51.26,0.3866,low,basic,49.0,1000.0,7,4,0.2
W_02745,Z_CHE_001,Chennai,Chennai_Central,Zomato,monsoon,51,6.19,0,0.8231,0.8071,0.3356,5915.23,19.14,49.86,0.691,low,premium,99.0,3500.0,7,7,0.0
W_02746,Z_CHE_001,Chennai,Chennai_Central,Zomato,festival,7,8.93,0,0.8596,0.842,0.3831,4500.0,14.23,42.52,0.7455,medium,nano,25.0,500.0,7,2,0.25
W_02747,Z_DEL_002,Delhi,Delhi_NCR,Zomato,festival,12,9.27,2,0.2653,0.9853,0.9543,5079.03,18.63,43.96,0.6418,medium,standard,79.0,2000.0,7,6,0.1
W_02748,Z_HYD_001,Hyderabad,Hyderabad_Central,Swiggy,monsoon,55,6.54,0,0.5645,0.7159,0.423,4500.0,11.73,59.13,0.576,low,basic,49.0,1000.0,7,4,0.2
W_02749,Z_MUM_002,Mumbai,Mumbai_Suburbs,Amazon,summer,18,9.39,2,0.7666,0.5544,0.4675,5383.61,18.92,45.89,0.6535,medium,premium,99.0,3500.0,7,7,0.0
W_02750,Z_DEL_002,Delhi,Delhi_NCR,Zomato,winter,52,5.02,1,0.2681,0.9422,0.9077,4500.0,13.86,48.39,0.5921,low,premium,99.0,3500.0,7,7,0.0
W_02751,Z_KOL_001,Kolkata,Kolkata_Central,Zomato,winter,2,11.63,9,0.9,0.6839,0.5423,4500.0,9.21,55.2,0.7871,high,nano,25.0,500.0,7,2,0.25
W_02752,Z_DEL_001,Delhi,Delhi_Central,Zomato,summer,20,6.52,1,0.3773,0.933,0.8878,5070.45,15.34,53.32,0.6434,low,basic,49.0,1000.0,7,4,0.2
W_02753,Z_BLR_001,Bangalore,Bangalore_Central,Swiggy,summer,51,5.59,0,0.4299,0.4637,0.3494,4500.0,14.01,43.74,0.4281,low,basic,49.0,1000.0,7,4,0.2
W_02754,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,monsoon,6,7.59,0,0.7658,0.571,0.4043,6670.99,17.57,61.24,0.6266,medium,premium,99.0,3500.0,7,7,0.0
W_02755,Z_KOL_001,Kolkata,Kolkata_Central,Zomato,monsoon,53,7.28,1,0.7961,0.7265,0.5735,4500.0,10.6,31.1,0.7103,low,standard,79.0,2000.0,7,6,0.1
W_02756,Z_CHE_002,Chennai,Chennai_Suburban,Swiggy,festival,11,8.63,3,0.6355,0.9023,0.334,4999.23,19.45,41.47,0.6567,medium,basic,49.0,1000.0,7,4,0.2
W_02757,Z_MUM_002,Mumbai,Mumbai_Suburbs,Amazon,winter,7,10.18,3,0.7203,0.5241,0.4493,5699.41,17.42,52.78,0.6362,high,premium,99.0,3500.0,7,7,0.0
W_02758,Z_DEL_002,Delhi,Delhi_NCR,Swiggy,festival,16,9.3,2,0.3039,0.8517,0.916,6142.75,16.93,58.52,0.614,medium,nano,25.0,500.0,7,2,0.25
W_02759,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,festival,2,11.67,7,0.8383,0.5597,0.4459,4500.0,9.41,43.34,0.6933,high,nano,25.0,500.0,7,2,0.25
W_02760,Z_CHE_001,Chennai,Chennai_Central,Swiggy,summer,22,8.59,1,0.8224,0.8953,0.4403,5645.37,20.61,44.18,0.7595,medium,nano,25.0,500.0,7,2,0.25
W_02761,Z_MUM_002,Mumbai,Mumbai_Suburbs,Swiggy,monsoon,19,8.14,3,0.6991,0.6061,0.5146,4500.0,11.91,44.42,0.6335,medium,premium,99.0,3500.0,7,7,0.0
W_02762,Z_HYD_001,Hyderabad,Hyderabad_Central,Swiggy,winter,23,9.55,2,0.5731,0.8342,0.3581,4500.0,14.5,47.16,0.6382,medium,premium,99.0,3500.0,7,7,0.0
W_02763,Z_BLR_002,Bangalore,Bangalore_East,Zomato,monsoon,45,5.45,1,0.4045,0.3886,0.2735,4500.0,11.39,51.52,0.3799,low,basic,49.0,1000.0,7,4,0.2
W_02764,Z_DEL_001,Delhi,Delhi_Central,Zomato,summer,59,8.28,1,0.3166,0.8219,0.9109,4500.0,13.59,47.09,0.6083,low,standard,79.0,2000.0,7,6,0.1
W_02765,Z_DEL_002,Delhi,Delhi_NCR,Zomato,monsoon,29,9.09,1,0.3052,0.8717,0.8871,6736.88,23.19,46.86,0.6186,medium,premium,99.0,3500.0,7,7,0.0
W_02766,Z_DEL_001,Delhi,Delhi_Central,Swiggy,festival,29,11.69,2,0.3219,0.8511,0.766,5429.83,17.41,50.31,0.6158,medium,nano,25.0,500.0,7,2,0.25
W_02767,Z_MUM_001,Mumbai,Mumbai_Coastal,Zepto,monsoon,22,6.72,0,0.9218,0.6443,0.434,5957.44,19.96,48.15,0.7097,low,nano,25.0,500.0,7,2,0.25
W_02768,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,festival,12,8.71,3,0.3475,0.3746,0.2686,5439.26,15.51,56.56,0.377,medium,standard,79.0,2000.0,7,6,0.1
W_02769,Z_MUM_001,Mumbai,Mumbai_Coastal,Swiggy,summer,14,7.86,2,0.9554,0.5274,0.3899,4500.0,12.61,47.62,0.6962,medium,nano,25.0,500.0,7,2,0.25
W_02770,Z_CHE_001,Chennai,Chennai_Central,Swiggy,festival,16,9.16,0,0.7663,0.8391,0.3712,5462.78,21.23,41.49,0.7054,medium,basic,49.0,1000.0,7,4,0.2
W_02771,Z_BLR_001,Bangalore,Bangalore_Central,Swiggy,festival,4,10.48,4,0.4414,0.4115,0.3334,6756.23,22.11,49.29,0.4542,high,premium,99.0,3500.0,7,7,0.0
W_02772,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,summer,28,5.86,2,0.8318,0.6427,0.4123,5397.35,16.53,52.68,0.6609,medium,standard,79.0,2000.0,7,6,0.1
W_02773,Z_MUM_001,Mumbai,Mumbai_Coastal,Swiggy,monsoon,18,8.97,4,0.7897,0.6261,0.4745,4500.0,13.32,51.01,0.6778,medium,basic,49.0,1000.0,7,4,0.2
W_02774,Z_BLR_001,Bangalore,Bangalore_Central,Zomato,monsoon,18,7.2,5,0.5043,0.4027,0.3687,4500.0,9.75,36.35,0.4595,medium,premium,99.0,3500.0,7,7,0.0
W_02775,Z_CHE_002,Chennai,Chennai_Suburban,Zomato,summer,12,8.26,5,0.6729,0.9305,0.2838,5227.01,17.71,47.62,0.6752,medium,premium,99.0,3500.0,7,7,0.0
W_02776,Z_MUM_002,Mumbai,Mumbai_Suburbs,Zepto,festival,7,8.13,1,0.7938,0.5574,0.4464,4693.02,15.25,49.63,0.6425,medium,premium,99.0,3500.0,7,7,0.0
W_02777,Z_CHE_002,Chennai,Chennai_Suburban,Zomato,summer,44,7.53,0,0.6454,0.7796,0.322,4763.5,13.48,57.01,0.6211,low,basic,49.0,1000.0,7,4,0.2
W_02778,Z_DEL_002,Delhi,Delhi_NCR,Zomato,summer,29,6.25,0,0.2645,0.819,0.7963,5394.15,16.42,52.97,0.5451,low,standard,79.0,2000.0,7,6,0.1
W_02779,Z_MUM_001,Mumbai,Mumbai_Coastal,Swiggy,winter,13,7.88,3,0.8129,0.6335,0.458,7321.1,17.33,68.12,0.6833,medium,nano,25.0,500.0,7,2,0.25
W_02780,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,monsoon,32,6.39,1,0.8228,0.5859,0.4398,4500.0,11.0,51.26,0.6497,low,nano,25.0,500.0,7,2,0.25
W_02781,Z_BLR_001,Bangalore,Bangalore_Central,Zepto,monsoon,5,10.05,2,0.503,0.4167,0.3609,4672.8,19.78,38.1,0.4886,high,standard,79.0,2000.0,7,6,0.1
W_02782,Z_CHE_002,Chennai,Chennai_Suburban,Swiggy,summer,44,5.8,0,0.6425,0.8372,0.3054,5355.17,15.6,55.36,0.6161,low,premium,99.0,3500.0,7,7,0.0
W_02783,Z_MUM_002,Mumbai,Mumbai_Suburbs,Zomato,festival,35,7.06,0,0.7743,0.5956,0.5388,4500.0,8.0,50.8,0.652,low,nano,25.0,500.0,7,2,0.25
W_02784,Z_MUM_002,Mumbai,Mumbai_Suburbs,Amazon,festival,29,10.08,0,0.7541,0.6114,0.5086,7256.36,20.39,57.4,0.6695,low,standard,79.0,2000.0,7,6,0.1
W_02785,Z_CHE_001,Chennai,Chennai_Central,Zomato,summer,27,6.62,0,0.8317,0.7962,0.4368,6701.01,18.32,58.99,0.7158,medium,standard,79.0,2000.0,7,6,0.1
W_02786,Z_HYD_001,Hyderabad,Hyderabad_Central,Swiggy,monsoon,12,6.3,1,0.5767,0.7955,0.4423,4500.0,8.61,45.63,0.6045,medium,premium,99.0,3500.0,7,7,0.0
W_02787,Z_MUM_002,Mumbai,Mumbai_Suburbs,Blinkit,summer,55,7.23,1,0.6704,0.5692,0.4357,4500.0,9.85,58.38,0.5902,low,nano,25.0,500.0,7,2,0.25
W_02788,Z_DEL_001,Delhi,Delhi_Central,Zomato,summer,14,8.29,0,0.3663,0.8295,0.8415,4500.0,11.05,61.13,0.6188,medium,premium,99.0,3500.0,7,7,0.0
W_02789,Z_CHE_001,Chennai,Chennai_Central,Zomato,summer,24,8.32,2,0.8213,0.7543,0.4145,4500.0,10.46,44.76,0.7123,medium,basic,49.0,1000.0,7,4,0.2
W_02790,Z_MUM_002,Mumbai,Mumbai_Suburbs,Swiggy,summer,27,9.24,1,0.7255,0.4868,0.4484,4651.79,16.77,44.75,0.6123,medium,basic,49.0,1000.0,7,4,0.2
W_02791,Z_HYD_001,Hyderabad,Hyderabad_Central,Swiggy,monsoon,41,7.25,0,0.5962,0.6801,0.3557,4500.0,13.79,44.45,0.5739,low,standard,79.0,2000.0,7,6,0.1
W_02792,Z_CHE_002,Chennai,Chennai_Suburban,Swiggy,summer,28,6.07,0,0.6866,0.8629,0.2923,4500.0,13.45,51.57,0.6422,low,basic,49.0,1000.0,7,4,0.2
W_02793,Z_BLR_001,Bangalore,Bangalore_Central,Blinkit,winter,25,9.55,2,0.4269,0.4303,0.3347,4809.83,13.5,57.48,0.4595,medium,basic,49.0,1000.0,7,4,0.2
W_02794,Z_BLR_002,Bangalore,Bangalore_East,Zomato,monsoon,19,6.12,0,0.3523,0.3292,0.3336,4718.15,12.74,59.74,0.3584,low,standard,79.0,2000.0,7,6,0.1
W_02795,Z_MUM_002,Mumbai,Mumbai_Suburbs,Zepto,monsoon,6,8.3,3,0.6976,0.5361,0.4897,4500.0,11.72,50.57,0.6102,medium,basic,49.0,1000.0,7,4,0.2
W_02796,Z_KOL_001,Kolkata,Kolkata_Central,Swiggy,summer,57,7.04,1,0.8088,0.6698,0.5564,4500.0,8.0,48.73,0.6963,low,standard,79.0,2000.0,7,6,0.1
W_02797,Z_HYD_001,Hyderabad,Hyderabad_Central,Zomato,festival,7,7.64,2,0.6085,0.7515,0.3802,5926.3,17.68,54.05,0.6027,medium,basic,49.0,1000.0,7,4,0.2
W_02798,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,monsoon,47,6.73,0,0.9266,0.5952,0.4744,5369.71,16.31,53.09,0.7053,low,nano,25.0,500.0,7,2,0.25
W_02799,Z_CHE_002,Chennai,Chennai_Suburban,Zomato,festival,5,8.72,3,0.5871,0.9123,0.3736,7327.83,19.01,62.17,0.6471,high,nano,25.0,500.0,7,2,0.25
W_02800,Z_HYD_001,Hyderabad,Hyderabad_Central,Zepto,winter,24,8.39,1,0.5865,0.741,0.393,4999.18,16.02,50.33,0.6119,medium,standard,79.0,2000.0,7,6,0.1
W_02801,Z_BLR_001,Bangalore,Bangalore_Central,Zomato,monsoon,7,6.96,3,0.4287,0.3786,0.3849,4500.0,10.04,60.68,0.4216,medium,nano,25.0,500.0,7,2,0.25
W_02802,Z_KOL_001,Kolkata,Kolkata_Central,Swiggy,monsoon,28,9.56,1,0.8676,0.6719,0.4792,4500.0,14.21,44.54,0.7298,medium,standard,79.0,2000.0,7,6,0.1
W_02803,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,winter,17,9.69,0,0.8498,0.5423,0.3819,4500.0,9.68,49.99,0.6784,medium,premium,99.0,3500.0,7,7,0.0
W_02804,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,monsoon,30,8.32,0,0.3972,0.3791,0.3104,4500.0,13.18,52.93,0.4081,low,standard,79.0,2000.0,7,6,0.1
W_02805,Z_DEL_001,Delhi,Delhi_Central,Swiggy,winter,17,6.33,0,0.3705,0.9726,0.7633,5195.81,16.99,49.34,0.6312,medium,basic,49.0,1000.0,7,4,0.2
W_02806,Z_MUM_001,Mumbai,Mumbai_Coastal,Swiggy,festival,12,8.56,3,0.8481,0.5485,0.4163,5423.34,17.88,48.93,0.6612,medium,standard,79.0,2000.0,7,6,0.1
W_02807,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,festival,11,9.86,0,0.352,0.4005,0.2917,6283.45,16.57,61.16,0.4005,medium,standard,79.0,2000.0,7,6,0.1
W_02808,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,summer,41,7.51,0,0.8703,0.6401,0.4637,4500.0,12.14,58.09,0.7019,low,nano,25.0,500.0,7,2,0.25
W_02809,Z_KOL_001,Kolkata,Kolkata_Central,Amazon,monsoon,8,8.1,1,0.8799,0.7423,0.4713,4500.0,15.14,39.86,0.7394,medium,standard,79.0,2000.0,7,6,0.1
W_02810,Z_CHE_001,Chennai,Chennai_Central,Swiggy,festival,7,10.17,1,0.8442,0.9211,0.3524,4500.0,10.02,48.12,0.7668,medium,nano,25.0,500.0,7,2,0.25
W_02811,Z_KOL_001,Kolkata,Kolkata_Central,Blinkit,winter,18,8.22,1,0.8176,0.5912,0.5495,4846.94,16.31,47.92,0.6934,medium,standard,79.0,2000.0,7,6,0.1
W_02812,Z_HYD_001,Hyderabad,Hyderabad_Central,Zomato,festival,50,6.76,0,0.5644,0.6812,0.3777,5225.11,18.14,46.47,0.5561,low,premium,99.0,3500.0,7,7,0.0
W_02813,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,summer,59,7.27,1,0.3505,0.3634,0.3099,5674.3,19.31,47.41,0.376,low,nano,25.0,500.0,7,2,0.25
W_02814,Z_DEL_001,Delhi,Delhi_Central,Zomato,summer,27,6.67,1,0.3698,0.8324,0.9459,7332.0,18.99,62.28,0.624,low,basic,49.0,1000.0,7,4,0.2
W_02815,Z_HYD_001,Hyderabad,Hyderabad_Central,Swiggy,monsoon,10,9.56,0,0.6222,0.7415,0.3657,5848.78,15.53,60.73,0.6258,medium,premium,99.0,3500.0,7,7,0.0
W_02816,Z_BLR_001,Bangalore,Bangalore_Central,Zepto,summer,24,8.37,1,0.486,0.3875,0.3649,4758.92,17.58,43.67,0.4604,medium,basic,49.0,1000.0,7,4,0.2
W_02817,Z_BLR_002,Bangalore,Bangalore_East,Zomato,monsoon,26,5.58,2,0.3559,0.4126,0.2685,5882.35,17.6,53.9,0.3665,medium,premium,99.0,3500.0,7,7,0.0
W_02818,Z_KOL_001,Kolkata,Kolkata_Central,Zepto,festival,11,9.02,3,0.7298,0.6468,0.5283,4500.0,12.81,43.1,0.6633,medium,nano,25.0,500.0,7,2,0.25
W_02819,Z_BLR_001,Bangalore,Bangalore_Central,Zepto,summer,39,6.48,1,0.4377,0.4572,0.3833,4500.0,13.3,51.97,0.4443,low,premium,99.0,3500.0,7,7,0.0
W_02820,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,winter,27,7.34,2,0.3983,0.3681,0.2902,4750.02,13.06,58.67,0.3991,medium,basic,49.0,1000.0,7,4,0.2
W_02821,Z_MUM_002,Mumbai,Mumbai_Suburbs,Zomato,festival,7,10.55,1,0.8024,0.486,0.4818,4997.75,16.17,49.85,0.654,medium,nano,25.0,500.0,7,2,0.25
W_02822,Z_DEL_002,Delhi,Delhi_NCR,Zepto,summer,53,8.29,1,0.2878,0.8918,0.8415,5721.25,18.13,50.9,0.6033,low,nano,25.0,500.0,7,2,0.25
W_02823,Z_BLR_001,Bangalore,Bangalore_Central,Blinkit,winter,24,6.44,1,0.437,0.3967,0.3654,4500.0,12.5,36.59,0.4274,low,nano,25.0,500.0,7,2,0.25
W_02824,Z_MUM_002,Mumbai,Mumbai_Suburbs,Swiggy,festival,2,10.64,7,0.7063,0.557,0.4443,5471.87,18.26,48.34,0.6276,high,standard,79.0,2000.0,7,6,0.1
W_02825,Z_DEL_002,Delhi,Delhi_NCR,Swiggy,summer,32,8.28,0,0.25,0.9756,0.7452,5334.29,15.21,56.56,0.5934,low,basic,49.0,1000.0,7,4,0.2
W_02826,Z_BLR_001,Bangalore,Bangalore_Central,Blinkit,monsoon,17,7.73,3,0.4599,0.4234,0.2926,5465.18,20.25,43.53,0.438,medium,basic,49.0,1000.0,7,4,0.2
W_02827,Z_DEL_001,Delhi,Delhi_Central,Amazon,festival,32,9.14,1,0.3029,0.9236,0.987,5626.52,19.18,47.33,0.6451,low,premium,99.0,3500.0,7,7,0.0
W_02828,Z_MUM_002,Mumbai,Mumbai_Suburbs,Swiggy,winter,28,8.71,2,0.7441,0.5453,0.5324,4704.14,14.9,50.92,0.6518,medium,nano,25.0,500.0,7,2,0.25
W_02829,Z_BLR_002,Bangalore,Bangalore_East,Zomato,winter,7,8.97,3,0.3532,0.3492,0.2734,4500.0,11.64,50.31,0.3888,high,standard,79.0,2000.0,7,6,0.1
W_02830,Z_CHE_002,Chennai,Chennai_Suburban,Swiggy,winter,7,6.76,3,0.6604,0.9638,0.2988,4500.0,12.94,34.32,0.6714,medium,basic,49.0,1000.0,7,4,0.2
W_02831,Z_DEL_002,Delhi,Delhi_NCR,Swiggy,winter,55,6.36,0,0.2869,0.8661,0.8667,6344.3,17.64,58.01,0.5853,low,nano,25.0,500.0,7,2,0.25
W_02832,Z_CHE_002,Chennai,Chennai_Suburban,Zomato,winter,51,7.49,0,0.6494,0.862,0.3116,4500.0,8.84,43.91,0.6482,low,nano,25.0,500.0,7,2,0.25
W_02833,Z_MUM_002,Mumbai,Mumbai_Suburbs,Swiggy,summer,58,5.21,3,0.785,0.5277,0.5457,4926.25,17.42,45.62,0.6268,low,nano,25.0,500.0,7,2,0.25
W_02834,Z_MUM_002,Mumbai,Mumbai_Suburbs,Zomato,summer,26,8.68,0,0.6737,0.4877,0.5158,4500.0,14.6,49.56,0.5975,low,nano,25.0,500.0,7,2,0.25
W_02835,Z_MUM_002,Mumbai,Mumbai_Suburbs,Blinkit,festival,4,10.83,2,0.7606,0.5906,0.527,4500.0,14.75,47.28,0.6764,high,basic,49.0,1000.0,7,4,0.2
W_02836,Z_HYD_001,Hyderabad,Hyderabad_Central,Swiggy,festival,7,12.93,5,0.6104,0.8319,0.456,6314.93,18.79,54.22,0.6869,high,standard,79.0,2000.0,7,6,0.1
W_02837,Z_HYD_001,Hyderabad,Hyderabad_Central,Amazon,monsoon,10,10.96,2,0.6079,0.7554,0.4461,4986.95,15.41,52.2,0.6515,medium,nano,25.0,500.0,7,2,0.25
W_02838,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,festival,6,11.78,5,0.8188,0.5477,0.4209,6027.35,18.71,51.95,0.6782,high,premium,99.0,3500.0,7,7,0.0
W_02839,Z_BLR_002,Bangalore,Bangalore_East,Swiggy,festival,17,8.55,2,0.379,0.3292,0.3081,7305.62,24.96,47.21,0.3831,medium,nano,25.0,500.0,7,2,0.25
W_02840,Z_DEL_002,Delhi,Delhi_NCR,Swiggy,festival,22,10.56,0,0.2768,0.8207,0.8842,4892.78,18.91,41.72,0.5995,medium,basic,49.0,1000.0,7,4,0.2
W_02841,Z_DEL_002,Delhi,Delhi_NCR,Blinkit,monsoon,51,7.94,1,0.2497,0.8062,0.7838,4782.2,16.36,47.15,0.5473,low,basic,49.0,1000.0,7,4,0.2
W_02842,Z_DEL_001,Delhi,Delhi_Central,Swiggy,summer,19,7.32,2,0.3285,0.99,0.882,4520.03,11.06,65.9,0.6457,medium,standard,79.0,2000.0,7,6,0.1
W_02843,Z_CHE_001,Chennai,Chennai_Central,Blinkit,monsoon,19,11.4,2,0.7823,0.7726,0.3994,4500.0,12.68,47.36,0.7254,medium,nano,25.0,500.0,7,2,0.25
W_02844,Z_CHE_002,Chennai,Chennai_Suburban,Zomato,monsoon,53,7.66,0,0.7165,0.8909,0.3152,4912.2,15.65,50.64,0.68,low,standard,79.0,2000.0,7,6,0.1
W_02845,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,monsoon,35,9.45,0,0.7569,0.5834,0.3857,4500.0,13.49,45.81,0.6406,low,premium,99.0,3500.0,7,7,0.0
W_02846,Z_CHE_002,Chennai,Chennai_Suburban,Blinkit,summer,23,7.4,0,0.6162,0.9637,0.3044,4500.0,19.47,35.2,0.656,medium,basic,49.0,1000.0,7,4,0.2
W_02847,Z_BLR_001,Bangalore,Bangalore_Central,Zomato,monsoon,39,6.92,0,0.4821,0.4219,0.3216,7975.98,20.2,63.69,0.4444,low,basic,49.0,1000.0,7,4,0.2
W_02848,Z_BLR_001,Bangalore,Bangalore_Central,Zomato,monsoon,5,10.75,6,0.4539,0.4416,0.2967,4885.65,15.55,50.67,0.47,high,nano,25.0,500.0,7,2,0.25
W_02849,Z_MUM_002,Mumbai,Mumbai_Suburbs,Zomato,monsoon,28,6.68,0,0.7686,0.5528,0.4987,4500.0,13.34,47.97,0.6309,low,nano,25.0,500.0,7,2,0.25
W_02850,Z_MUM_002,Mumbai,Mumbai_Suburbs,Zomato,festival,20,8.85,2,0.7955,0.5519,0.5179,6828.08,24.44,45.07,0.6609,medium,standard,79.0,2000.0,7,6,0.1
W_02851,Z_BLR_002,Bangalore,Bangalore_East,Zepto,summer,8,9.99,2,0.3795,0.3759,0.3087,8044.09,23.1,56.17,0.4181,medium,standard,79.0,2000.0,7,6,0.1
W_02852,Z_MUM_001,Mumbai,Mumbai_Coastal,Swiggy,summer,9,8.01,3,0.8604,0.6282,0.4242,4910.66,17.82,44.45,0.6922,medium,basic,49.0,1000.0,7,4,0.2
W_02853,Z_MUM_001,Mumbai,Mumbai_Coastal,Zepto,monsoon,11,9.09,1,0.7716,0.5531,0.4341,4500.0,11.11,50.36,0.6437,medium,standard,79.0,2000.0,7,6,0.1
W_02854,Z_DEL_001,Delhi,Delhi_Central,Swiggy,summer,23,7.26,0,0.363,0.8762,0.99,4500.0,8.52,50.07,0.6472,low,standard,79.0,2000.0,7,6,0.1
W_02855,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,festival,10,7.49,3,0.7755,0.6317,0.3668,8027.2,27.58,46.94,0.6355,medium,premium,99.0,3500.0,7,7,0.0
W_02856,Z_BLR_001,Bangalore,Bangalore_Central,Zomato,summer,18,6.48,0,0.5073,0.3945,0.3162,4664.04,15.73,47.83,0.444,low,nano,25.0,500.0,7,2,0.25
W_02857,Z_MUM_002,Mumbai,Mumbai_Suburbs,Swiggy,monsoon,15,9.02,0,0.7393,0.6067,0.4429,4647.04,16.32,45.94,0.646,medium,standard,79.0,2000.0,7,6,0.1
W_02858,Z_BLR_001,Bangalore,Bangalore_Central,Zepto,summer,12,7.71,1,0.424,0.421,0.3193,4500.0,15.85,38.14,0.429,medium,basic,49.0,1000.0,7,4,0.2
W_02859,Z_DEL_002,Delhi,Delhi_NCR,Zomato,winter,13,6.38,2,0.2714,0.9654,0.8548,4555.12,16.46,44.65,0.6046,medium,standard,79.0,2000.0,7,6,0.1
W_02860,Z_KOL_001,Kolkata,Kolkata_Central,Zomato,monsoon,53,5.49,1,0.7883,0.6361,0.5101,5643.13,16.5,55.16,0.6533,low,standard,79.0,2000.0,7,6,0.1
W_02861,Z_CHE_002,Chennai,Chennai_Suburban,Zomato,festival,32,5.26,0,0.6417,0.9113,0.3519,4623.44,12.7,58.71,0.635,low,basic,49.0,1000.0,7,4,0.2
W_02862,Z_DEL_001,Delhi,Delhi_Central,Zepto,winter,51,5.74,1,0.3231,0.8545,0.8264,4500.0,11.22,49.85,0.5835,low,basic,49.0,1000.0,7,4,0.2
W_02863,Z_DEL_001,Delhi,Delhi_Central,Amazon,monsoon,23,8.03,4,0.311,0.95,0.7846,4500.0,8.0,53.85,0.6143,medium,basic,49.0,1000.0,7,4,0.2
W_02864,Z_MUM_001,Mumbai,Mumbai_Coastal,Zomato,festival,25,7.37,0,0.8845,0.6471,0.4219,4500.0,13.24,49.51,0.6944,low,nano,25.0,500.0,7,2,0.25
W_02865,Z_CHE_001,Chennai,Chennai_Central,Swiggy,monsoon,25,9.15,2,0.8566,0.8961,0.3923,4500.0,9.89,44.41,0.7684,medium,basic,49.0,1000.0,7,4,0.2
W_02866,Z_KOL_001,Kolkata,Kolkata_Central,Swiggy,winter,49,8.64,0,0.7722,0.6154,0.5132,4500.0,8.0,46.73,0.679,low,premium,99.0,3500.0,7,7,0.0
W_02867,Z_DEL_002,Delhi,Delhi_NCR,Amazon,winter,56,4.87,0,0.3127,0.8013,0.9248,4500.0,12.34,48.23,0.5729,low,basic,49.0,1000.0,7,4,0.2
